add-none,1,10,20,10258551,512927,0
add-none,1,100,200,10281258,51406,0
add-none,1,1000,2000,5334516,2667,0
add-none,1,10000,20000,482837,24,0
add-none,1,100000,200000,1532317,7,0
add-yield-none,1,10,20,31408388,1570419,0
add-yield-none,1,100,200,35976103,179880,0
add-yield-none,1,1000,2000,30292029,15146,0
add-yield-none,1,10000,20000,70033536,3501,0
add-yield-none,1,100000,200000,207798957,1038,0
add-none,2,10,40,101326,2533,0
add-none,2,20,80,110650,1383,0
add-none,2,40,160,113615,710,0
add-none,2,80,320,124542,389,0
add-none,2,100,400,115324,288,0
add-none,2,1000,4000,222854,55,0
add-none,2,10000,40000,670480,16,97
add-none,2,100000,400000,6621338,16,1760
add-none,4,10,80,167343,2091,0
add-none,4,20,160,151210,945,0
add-none,4,40,320,153031,478,0
add-none,4,80,640,163265,255,0
add-none,4,100,800,176337,220,0
add-none,4,1000,8000,253687,31,0
add-none,4,10000,80000,2469393,30,142
add-none,4,100000,800000,14198195,17,1173
add-none,8,10,160,382841,2392,0
add-none,8,20,320,332181,1038,0
add-none,8,40,640,351420,549,0
add-none,8,80,1280,425222,332,0
add-none,8,100,1600,333588,208,0
add-none,8,1000,16000,333427,20,0
add-none,8,10000,160000,3013266,18,329
add-none,8,100000,1600000,29734822,18,9119
add-none,12,10,240,507199,2113,0
add-none,12,20,480,358228,746,0
add-none,12,40,960,567314,590,0
add-none,12,80,1920,554804,288,0
add-none,12,100,2400,452143,188,0
add-none,12,1000,24000,500059,20,0
add-none,12,10000,240000,4308955,17,404
add-none,12,100000,2400000,47660501,19,4214
add-yield-none,2,10,40,216795,5419,0
add-yield-none,2,20,80,151394,1892,0
add-yield-none,2,40,160,204019,1275,1
add-yield-none,2,80,320,270890,846,0
add-yield-none,2,100,400,434853,1087,1
add-yield-none,2,1000,4000,2081710,520,0
add-yield-none,2,10000,40000,21182621,529,0
add-yield-none,2,100000,400000,232517926,581,19
add-yield-none,4,10,80,290606,3632,0
add-yield-none,4,20,160,418491,2615,0
add-yield-none,4,40,320,6432551,20101,2
add-yield-none,4,80,640,1583275,2473,0
add-yield-none,4,100,800,4798491,5998,0
add-yield-none,4,1000,8000,10540111,1317,0
add-yield-none,4,10000,80000,70638919,882,1
add-yield-none,4,100000,800000,323540616,404,7
add-yield-none,8,10,160,13282395,83014,0
add-yield-none,8,20,320,563541,1761,2
add-yield-none,8,40,640,5609387,8764,0
add-yield-none,8,80,1280,7297324,5701,0
add-yield-none,8,100,1600,3789076,2368,1
add-yield-none,8,1000,16000,6718000,419,1
add-yield-none,8,10000,160000,107206288,670,1
add-yield-none,8,100000,1600000,447550502,279,32
add-yield-none,12,10,240,35446043,147691,0
add-yield-none,12,20,480,34560503,72001,0
add-yield-none,12,40,960,31362244,32669,0
add-yield-none,12,80,1920,34671745,18058,2
add-yield-none,12,100,2400,40286452,16786,1
add-yield-none,12,1000,24000,46281902,1928,0
add-yield-none,12,10000,240000,159326577,663,3
add-yield-none,12,100000,2400000,570056660,237,48
add-yield-m,2,10000,40000,68721351,1718,0
add-yield-m,4,10000,80000,183005579,2287,0
add-yield-m,8,10000,160000,675820923,4223,0
add-yield-m,12,10000,240000,1829990633,7624,0
add-yield-c,2,100000,400000,993940608,2484,0
add-yield-c,4,10000,80000,173936987,2174,0
add-yield-c,8,10000,160000,245265429,1532,0
add-yield-c,12,10000,240000,323092422,1346,0
add-yield-s,2,10000,40000,169256631,4231,0
add-yield-s,4,1000,8000,142479250,17809,0
add-yield-s,8,1000,16000,752197508,47012,0
add-yield-s,12,1000,24000,1005677300,41903,0
add-none,1,10000,20000,243842,12,0
add-none,2,10000,40000,665786,16,35
add-none,4,10000,80000,1671623,20,99
add-none,8,10000,160000,3214822,20,629
add-m,1,10000,20000,754110,37,0
add-m,2,10000,40000,4334280,108,0
add-m,4,10000,80000,10615707,132,0
add-m,8,10000,160000,26118555,163,0
add-m,12,10000,240000,46231273,192,0
add-s,1,10000,20000,367020,18,0
add-s,2,10000,40000,2845982,71,0
add-s,4,10000,80000,20035617,250,0
add-s,8,10000,160000,46506380,290,0
add-s,12,10000,240000,179992559,749,0
add-c,1,10000,20000,519766,25,0
add-c,2,10000,40000,3450035,86,0
add-c,4,10000,80000,8140121,101,0
add-c,8,10000,160000,21900415,136,0
add-c,12,10000,240000,34686028,144,0
